country_area,year,other,solar,wind,hydro
Czechia,2017,4.9645762,2.1969082,0.59103835,1.869534
Czechia,2018,4.8261795,2.3415933,0.6093297,1.6275184
Czechia,2019,5.030655,2.2877533,0.70003396,2.0086746
Czechia,2020,5.212986,2.2372687,0.6990835,2.1442552
Czechia,2021,5.3839655,2.1522183,0.6015541,2.4102345
Czechia,2022,5.404244,2.4891188,0.6413605,2.1011646
Czechia,2023,5.189739,2.8920655,0.70164096,2.362978
Czechia,2024,5.4988394,3.5903816,0.70491415,2.6562767
Denmark,1965,0,0,0,0.025
Denmark,1966,0,0,0,0.026
Denmark,1967,0,0,0,0.025
Denmark,1968,0,0,0,0.021
Denmark,1969,0,0,0,0.022
Denmark,1970,0,0,0,0.024
Denmark,1971,0,0,0,0.024
Denmark,1972,0,0,0,0.024
Denmark,1973,0,0,0,0.024
Denmark,1974,0,0,0,0.024
Denmark,1975,0,0,0,0.021
Denmark,1976,0,0,0,0.019
Denmark,1977,0,0,0,0.026
Denmark,1978,0,0,0.003,0.027
Denmark,1979,0,0,0.006,0.029
Denmark,1980,0,0,0.0105,0.0341
Denmark,1981,0,0,0.0105,0.0355
Denmark,1982,0,0,0.0185,0.0303
Denmark,1983,0.033,0,0.0271,0.0335
Denmark,1984,0.033,0,0.0332,0.0302
Denmark,1985,0.036,0,0.0514,0.0297
Denmark,1986,0.051,0,0.1256,0.0286
Denmark,1987,0.061,0,0.1738,0.0294
Denmark,1988,0.08,0,0.2917,0.0328
Denmark,1989,0.126,0,0.4284,0.0229
Denmark,1990,0.21,0,0.6103,0.028
Denmark,1991,0.355,0,0.7401,0.0254
Denmark,1992,0.521,0,0.9154,0.0277
Denmark,1993,0.728,0,1.0342,0.0275
Denmark,1994,0.5733997,0,1.137,0.0326
Denmark,1995,0.64684045,0,1.1773,0.0303
Denmark,1996,0.8321832,0.000161111,1.2269,0.0193
Denmark,1997,0.9756674,0.000319444,1.9342,0.0192
Denmark,1998,1.078157,0.0004,2.8199,0.0273
Denmark,1999,1.3189089,0.000880556,3.029,0.0305
Denmark,2000,1.2996056,0.0012,4.2412,0.0302
Denmark,2001,1.5115592,0.0012,4.3060193,0.0276
Denmark,2002,1.8791215,0.001280556,4.876939,0.0318
Denmark,2003,2.4933515,0.001519444,5.5607834,0.0212
Denmark,2004,2.9107547,0.001838889,6.5831113,0.0265
Denmark,2005,3.1742494,0.002161111,6.614,0.0225
Denmark,2006,3.0699494,0.002213889,6.1079583,0.0234
Denmark,2007,3.105064,0.002494444,7.1712,0.0282
Denmark,2008,3.1405714,0.002622222,6.9278,0.0258
Denmark,2009,3.3202577,0.00375,6.7205,0.0189
Denmark,2010,4.5939307,0.006161111,7.809422,0.020641666
Denmark,2011,4.375025,0.015130555,9.774183,0.016869444
Denmark,2012,4.4460053,0.10386111,10.269938,0.017475
Denmark,2013,4.313503,0.51754165,11.123275,0.013419445
Denmark,2014,4.3018527,0.5955167,13.078503,0.015102778
Denmark,2015,4.200628,0.6042611,14.133092,0.018030556
Denmark,2016,4.845242,0.74378055,12.781731,0.019272223
Denmark,2017,6.248558,0.7514861,14.78,0.017872222
Denmark,2018,5.890091,0.952973,13.901956,0.014861112
Denmark,2019,5.943146,0.9632695,16.149834,0.016955
Denmark,2020,5.919057,1.180532,16.330214,0.017064
Denmark,2021,8.718286,1.308929,16.054466,0.016294
Denmark,2022,7.273093,2.202567,19.02224,0.014944
Denmark,2023,6.436815,3.363278,19.393192,0.019628
Denmark,2024,5.793155,3.895869,20.557018,0.019513994
Eastern Africa (EI),1965,0,0,0,6.0475354
Eastern Africa (EI),1966,0,0,0,7.1675773
Eastern Africa (EI),1967,0,0,0,7.010667
Eastern Africa (EI),1968,0,0,0,7.197783
Eastern Africa (EI),1969,0,0,0,7.9119015
Eastern Africa (EI),1970,0,0,0,11.339996
Eastern Africa (EI),1971,0.126,0,0,8.9030695
Eastern Africa (EI),1972,0.127,0,0,10.891284
Eastern Africa (EI),1973,0.132,0,0,11.2493105
Eastern Africa (EI),1974,0.136,0,0,14.267528
Eastern Africa (EI),1975,0.133,0,0,15.188581
Eastern Africa (EI),1976,0.146,0,0,16.743711
Eastern Africa (EI),1977,0.149,0,0,19.092785
Eastern Africa (EI),1978,0.155,0,0,18.23882
Eastern Africa (EI),1979,0.161,0,0,19.775
Eastern Africa (EI),1980,0.167,0,0,18.078556
Eastern Africa (EI),1981,0.177,0,0,18.878674
Eastern Africa (EI),1982,0.195,0,0,19.574581
Eastern Africa (EI),1983,0.189,0,0,19.379673
Eastern Africa (EI),1984,0.192,0,0,18.8871
Eastern Africa (EI),1985,0.227,0,0,19.691685
Eastern Africa (EI),1986,0.617,0,0,18.845373
Eastern Africa (EI),1987,0.615,0,0,16.42696
Eastern Africa (EI),1988,0.583,0,0,18.618456
Eastern Africa (EI),1989,0.574,0,0,18.026215
Eastern Africa (EI),1990,0.7107499,0,0,21.345568
Eastern Africa (EI),1991,0.71374774,0,0,21.742558
Eastern Africa (EI),1992,0.70869654,0,0,19.63299
Eastern Africa (EI),1993,0.70767194,0,0,20.532532
Eastern Africa (EI),1994,0.5956954,0,0,20.672321
Eastern Africa (EI),1995,0.73776394,0,0,20.843298
Eastern Africa (EI),1996,0.90183693,0,0,20.717077
Eastern Africa (EI),1997,0.91984296,0,0,21.792418
Eastern Africa (EI),1998,1.1561887,0,0,27.865046
Eastern Africa (EI),1999,1.1458447,0,0,29.365875
Eastern Africa (EI),2000,1.4930128,0.000007,0.0001,30.859806
Eastern Africa (EI),2001,1.5959146,0.000191,0,34.96348
Eastern Africa (EI),2002,1.5018176,0.000375,0.0003,38.004414
Eastern Africa (EI),2003,1.9073586,0.000391,0.0004,38.38525
Eastern Africa (EI),2004,2.2037768,0.000744,0.00090101,38.9576
Eastern Africa (EI),2005,2.2014337,0.00128,0.001306061,40.268776
Eastern Africa (EI),2006,2.348355,0.004982162,0.004841414,42.565407
Eastern Africa (EI),2007,2.250402,0.009578727,0.01110303,46.39329
Eastern Africa (EI),2008,2.3640943,0.018500173,0.016206363,45.794067
Eastern Africa (EI),2009,2.753895,0.03284399,0.026861615,48.025608
Eastern Africa (EI),2010,3.0124257,0.09687055,0.03838071,53.982716
Eastern Africa (EI),2011,3.0507395,0.17741911,0.03424818,55.622524
Eastern Africa (EI),2012,3.3381243,0.2455921,0.15430804,57.748
Eastern Africa (EI),2013,3.609728,0.30683202,0.31500962,61.47442
Eastern Africa (EI),2014,4.728804,0.40227944,0.44160807,65.71679
Eastern Africa (EI),2015,6.343184,0.45636055,0.7779733,65.00988
Eastern Africa (EI),2016,6.439398,0.519917,0.8901814,61.472843
Eastern Africa (EI),2017,6.417603,0.61261207,0.79114115,64.50877
Eastern Africa (EI),2018,7.1439705,0.6793701,0.86210096,68.3974
Eastern Africa (EI),2019,7.163887,1.0749972,2.2217348,68.49026
Eastern Africa (EI),2020,6.865964,1.1833562,1.9776144,73.4913
Eastern Africa (EI),2021,6.798838,1.3747969,2.659498,77.14437
Eastern Africa (EI),2022,7.2910485,1.7598373,2.822541,80.937706
Eastern Africa (EI),2023,8.435789,1.9591624,2.9230287,81.5417
Eastern Africa (EI),2024,9.516019,2.0460277,2.9596808,82.436104
Ecuador,1965,0,0,0,0.249
Ecuador,1966,0,0,0,0.285
Ecuador,1967,0,0,0,0.314
Ecuador,1968,0,0,0,0.328
Ecuador,1969,0,0,0,0.364
Ecuador,1970,0,0,0,0.405
Ecuador,1971,0,0,0,0.44
Ecuador,1972,0,0,0,0.445
Ecuador,1973,0,0,0,0.435
Ecuador,1974,0,0,0,0.5
Ecuador,1975,0,0,0,0.628
Ecuador,1976,0,0,0,0.605
Ecuador,1977,0,0,0,0.558
Ecuador,1978,0,0,0,0.791
Ecuador,1979,0,0,0,0.709
Ecuador,1980,0,0,0,0.872
Ecuador,1981,0,0,0,0.779
Ecuador,1982,0,0,0,0.895
Ecuador,1983,0,0,0,1.721
Ecuador,1984,0,0,0,3.233
Ecuador,1985,0,0,0,3.279
Ecuador,1986,0,0,0,4.012
Ecuador,1987,0,0,0,4.57
Ecuador,1988,0,0,0,4.826
Ecuador,1989,0,0,0,4.954
Ecuador,1990,0,0,0,4.9866877
Ecuador,1991,0,0,0,5.075921
Ecuador,1992,0,0,0,4.973581
Ecuador,1993,0,0,0,5.8101373
Ecuador,1994,0,0,0,6.5652776
Ecuador,1995,0,0,0,5.160551
Ecuador,1996,0,0,0,6.3434153
Ecuador,1997,0,0,0,6.5341773
Ecuador,1998,0,0,0,6.5060954
Ecuador,1999,0,0,0,7.176726
Ecuador,2000,0,0,0,7.6112313
Ecuador,2001,0,0,0,7.0706525
Ecuador,2002,0,0,0,7.524256
Ecuador,2003,0,0,0,7.180417
Ecuador,2004,0.00324057,0,0,7.4116993
Ecuador,2005,0.102856286,1.23899E-05,0,6.8826394
Ecuador,2006,0.14555573,0.000014875,0,7.129493
Ecuador,2007,0.21875276,0.000018162,0.000962135,9.037655
Ecuador,2008,0.20832446,0.000026687,0.002682461,11.293333
Ecuador,2009,0.2165198,7.8786E-06,0.003204417,9.225408
Ecuador,2010,0.23556188,0,0.00343485,8.636401
Ecuador,2011,0.27820036,0.00005812,0.00334467,11.133088
Ecuador,2012,0.29635325,0.00032566,0.002398368,12.237723
Ecuador,2013,0.29578793,0.003663607,0.056702975,11.038825
Ecuador,2014,0.3994712,0.016482696,0.07974247,11.457895
Ecuador,2015,0.40775105,0.036057927,0.098806314,13.09627
Ecuador,2016,0.4897965,0.038754817,0.08395875,15.833842
Ecuador,2017,0.459,0.03748,0.0734,20.08861
Ecuador,2018,0.42796764,0.038079325,0.08025777,20.678001
Ecuador,2019,0.45472345,0.038,0.085526936,24.641
Ecuador,2020,0.47058,0.03776,0.0771,24.33326
Ecuador,2021,0.41493,0.03687,0.06201,25.57461
Ecuador,2022,0.38967,0.0385,0.0606,24.63516
Ecuador,2023,0.35859,0.03833,0.20858,25.34871
Ecuador,2024,0.49968,0.03611,0.22354,22.61443
Egypt,1965,0,0,0,1.7324048
Egypt,1966,0,0,0,1.8252122
Egypt,1967,0,0,0,1.966633
Egypt,1968,0,0,0,3.0007727
Egypt,1969,0,0,0,3.9907181
Egypt,1970,0,0,0,4.6889834
Egypt,1971,0,0,0,5.0469546
Egypt,1972,0,0,0,5.161859
Egypt,1973,0,0,0,5.1530204
Egypt,1974,0,0,0,6.11645
Egypt,1975,0,0,0,6.792618
Egypt,1976,0,0,0,8.003533
Egypt,1977,0,0,0,9.037673
Egypt,1978,0,0,0,9.930392
Egypt,1979,0,0,0,9.607776
Egypt,1980,0,0,0,9.802229
Egypt,1981,0,0,0,10.213233
Egypt,1982,0,0,0,10.491655
Egypt,1983,0,0,0,9.815488
Egypt,1984,0,0,0,9.629872
Egypt,1985,0,0,0,9.148
Egypt,1986,0,0,0,8.972
Egypt,1987,0,0,0,8.9695
Egypt,1988,0,0,0,8.829
Egypt,1989,0,0,0,9.487
Egypt,1990,0,0,0,9.953
Egypt,1991,0,0,0,9.916
Egypt,1992,0,0,0,9.8
Egypt,1993,0,0,0,10.0925
Egypt,1994,0,0,0,10.728
Egypt,1995,0,0,0,11.192
Egypt,1996,0,0,0,11.484
Egypt,1997,0,0,0,11.771
Egypt,1998,0,0,0,12.1045
Egypt,1999,0,0,0.012,13.4405
Egypt,2000,0,0.0002,0.0805,14.178
Egypt,2001,0,0.0009,0.179,14.4135
Egypt,2002,0,0.001,0.2125,13.9945
Egypt,2003,0,0.001,0.286,12.939
Egypt,2004,0,0.001,0.5040505,12.8315
Egypt,2005,0,0.001,0.5101111,12.644
Egypt,2006,0,0.001,0.6050606,12.7845
Egypt,2007,0,0.0012,0.66243637,14.2175
Egypt,2008,0,0.0015,0.92981315,15.096
Egypt,2009,0,0.0022,1.0371939,13.7725
Egypt,2010,0,0.0252,1.4091434,12.9545
Egypt,2011,0,0.244569,1.4948249,12.99
Egypt,2012,0,0.504201,1.3362031,13.0275
Egypt,2013,0,0.025437,1.5765831,13.2365
Egypt,2014,0,0.139549,1.0281278,13.587
Egypt,2015,0,0.042,1.8945454,13.6835
Egypt,2016,0,0.23361,2.396693,13.1975
Egypt,2017,0,0.602545,2.1095762,12.788
Egypt,2018,0,0.553053,2.987351,12.9235
Egypt,2019,0,1.489,4.9796867,13.121
Egypt,2020,0,4.45251,5.2323384,14.0795
Egypt,2021,0,4.97142,5.486156,14.9035
Egypt,2022,0,5.00306,5.89694,14.7075
Egypt,2023,0,4.93476,5.986452,15.052
Egypt,2024,0,6.067527,6.1372714,14.3727
Estonia,1985,0,0,0,0
Estonia,1986,0,0,0,0
Estonia,1987,0,0,0,0
Estonia,1988,0,0,0,0
Estonia,1989,0,0,0,0
Estonia,1990,0,0,0,0
Estonia,1991,0,0,0,0
Estonia,1992,0,0,0,0
Estonia,1993,0,0,0,0
Estonia,1994,0,0,0,0
Estonia,1995,0.006,0,0,0
Estonia,1996,0.005,0,0,0
Estonia,1997,0.008,0,0,0
Estonia,1998,0.012,0,0,0
Estonia,1999,0.013,0,0,0.004
Estonia,2000,0.055,0,0,0.005
Estonia,2001,0.022,0,0,0.0074
Estonia,2002,0.027,0,0.0014,0.0056
Estonia,2003,0.026,0,0.0061,0.0128
Estonia,2004,0.031,0,0.0076,0.0224
Estonia,2005,0.033,0,0.0539,0.0215
Estonia,2006,0.038,0,0.0763,0.0135
Estonia,2007,0.036,0,0.091,0.022
Estonia,2008,0.038,0,0.133,0.028
Estonia,2009,0.314,0.0001,0.195,0.032
Estonia,2010,0.742,0.0001,0.277,0.027
Estonia,2011,0.783,0.0002,0.368,0.03
Estonia,2012,1.001,0.0003,0.434,0.042
Estonia,2013,0.6965,0.0014,0.529,0.026
Estonia,2014,0.796,0.0031,0.604,0.027
Estonia,2015,0.843,0.0059,0.715,0.027
Estonia,2016,0.9495,0.0097,0.594,0.035
Estonia,2017,1.1085,0.0145,0.723,0.026
Estonia,2018,1.332,0.0308,0.636,0.015
Estonia,2019,1.363,0.0735,0.687,0.019
Estonia,2020,1.8515,0.245,0.844,0.03
Estonia,2021,1.768863,0.35367,0.733,0.023
Estonia,2022,1.569152,0.596,0.668,0.023
Estonia,2023,1.377112,0.721,0.683,0.024
Estonia,2024,1.3797698,1.1261708,1.0474237,0.03166414
Europe,1965,2.9090002,0,0,381.45035
Europe,1966,3.979,0,0,414.05478
Europe,1967,4.316,0,0,410.65195
Europe,1968,4.8180003,0,0,437.10187
Europe,1969,5.244904,0,0,442.712
Europe,1970,6.9523573,0,0,467.42227
Europe,1971,7.069884,0,0,473.05194
Europe,1972,6.947608,0,0,483.52777
Europe,1973,7.466391,0,0,489.05432
Europe,1974,7.83506,0,0,527.96545
Europe,1975,8.300942,0,0,527.5942
Europe,1976,8.324597,0,0,504.1949
Europe,1977,8.662292,0,0,594.7133
Europe,1978,9.235139,0,0.003,615.8949
Europe,1979,9.617958,0,0.006,640.884
Europe,1980,10.604949,0,0.0105,637.35645
Europe,1981,10.643523,0,0.0105,644.5633
Europe,1982,9.836121,0,0.0185,626.81995
Europe,1983,10.136652,0,0.030100001,649.14514
Europe,1984,10.488478,0.001010101,0.0382,674.75525
Europe,1985,11.522739,0.001010101,0.0574,650.15826
Europe,1986,12.499209,0.001010101,0.1336,638.0437
Europe,1987,12.367401,0,0.19080001,672.8461
Europe,1988,13.161699,0.001010101,0.3297,698.86774
Europe,1989,13.609675,0.009090909,0.5154,635.407
Europe,1990,18.948753,0.012455001,0.77946043,646.04095
Europe,1991,19.54479,0.01552,0.979428,657.99316
Europe,1992,20.660774,0.025082,1.5346481,675.53937
Europe,1993,22.773966,0.032363,2.291426,690.672
Europe,1994,23.99297,0.0346575,2.9880357,702.39154
Europe,1995,26.293205,0.044909,3.8732293,705.493
Europe,1996,26.523182,0.047833413,4.8395853,661.9428
Europe,1997,31.367954,0.056997243,7.305893,685.6161
Europe,1998,35.314613,0.0671515,11.178979,710.29535
Europe,1999,37.30178,0.08028906,14.234546,724.1003
Europe,2000,40.93956,0.074515246,22.412415,750.9408
Europe,2001,44.862213,0.1942865,26.864628,761.8888
Europe,2002,51.014526,0.31479302,36.435246,692.46765
Europe,2003,58.37605,0.46881574,44.851658,650.7334
Europe,2004,69.44955,0.75098586,59.749386,700.5616
Europe,2005,79.46828,1.5125293,71.57354,704.81934
Europe,2006,89.95395,2.569654,83.65842,691.14386
Europe,2007,100.01811,3.878197,106.16511,704.7683
Europe,2008,110.36832,7.589541,121.32885,724.8221
Europe,2009,120.60472,14.32421,134.6703,728.0232
Europe,2010,136.6996,23.51834,150.51721,765.4957
Europe,2011,145.89104,47.211292,182.48463,680.41455
Europe,2012,161.71432,72.17967,209.49336,731.2351
Europe,2013,171.11694,86.53961,240.90575,783.56384
Europe,2014,181.74918,98.38232,256.74585,776.86316
Europe,2015,193.26445,109.27955,307.92554,738.3155
Europe,2016,195.82407,112.78677,308.05063,771.06885
Europe,2017,200.89148,121.35214,367.12167,713.82404
Europe,2018,206.82811,129.89279,384.36334,777.3937
Europe,2019,213.47641,142.90324,439.1021,734.13464
Europe,2020,218.17583,167.09116,490.8472,795.6161
Europe,2021,229.288,186.91594,473.16605,814.11743
Europe,2022,221.43912,234.71085,525.93713,696.5059
Europe,2023,206.01448,280.15323,584.881,779.79565
Europe,2024,204.49837,334.8674,596.1051,833.9208
Europe (EI),1965,3.009,0,0,302.19534
Europe (EI),1966,4.101,0,0,324.5699
Europe (EI),1967,4.489,0,0,324.46274
Europe (EI),1968,4.997,0,0,336.23666
Europe (EI),1969,5.422904,0,0,330.97592
Europe (EI),1970,7.118357,0,0,346.07806
Europe (EI),1971,7.2318835,0,0,349.56314
Europe (EI),1972,7.122608,0,0,363.83298
Europe (EI),1973,7.663391,0,0,369.3127
Europe (EI),1974,8.04206,0,0,399.2913
Europe (EI),1975,8.520942,0,0,407.51077
Europe (EI),1976,8.485598,0,0,376.8347
Europe (EI),1977,8.880291,0,0,456.27164
Europe (EI),1978,9.372139,0,0.003,455.52872
Europe (EI),1979,9.762958,0,0.006,479.14987
Europe (EI),1980,10.74095,0,0.0105,464.76663
Europe (EI),1981,10.753523,0,0.0105,470.4354
Europe (EI),1982,9.836121,0,0.0185,466.30966
Europe (EI),1983,10.136652,0,0.0301,480.12585
Europe (EI),1984,10.510578,0.001010101,0.0382,485.19354
Europe (EI),1985,11.52874,0.001010101,0.0574,502.4572
Europe (EI),1986,12.5428095,0.001010101,0.1336,485.56534
Europe (EI),1987,12.425302,0,0.1908,528.9161
Europe (EI),1988,13.2301,0.001010101,0.3297,566.8737
Europe (EI),1989,13.672276,0.009090909,0.5154,493.60065
Europe (EI),1990,18.963852,0.012455,0.77946043,502.32297
Europe (EI),1991,19.599491,0.01552,0.979428,512.56445
Europe (EI),1992,20.714474,0.025082,1.5346481,529.4964
Europe (EI),1993,22.847965,0.032363,2.2914262,550.31494
Europe (EI),1994,24.06197,0.0346575,2.9880357,557.0324
Europe (EI),1995,26.542505,0.044909,3.8732293,564.75867
Europe (EI),1996,26.725283,0.047833413,4.8395853,548.09296
Europe (EI),1997,31.687756,0.056997243,7.305893,567.9772
Europe (EI),1998,35.582615,0.0671515,11.184479,593.9993
Europe (EI),1999,37.45768,0.08028906,14.255046,598.2668
Europe (EI),2000,41.10196,0.07451525,22.443914,617.7163
Europe (EI),2001,45.021713,0.1942865,26.92393,611.96967
Europe (EI),2002,51.075825,0.314793,36.477047,563.9484
Europe (EI),2003,58.17785,0.46881574,44.904457,530.36487
Europe (EI),2004,69.168945,0.75098586,59.799076,570.9353
Europe (EI),2005,79.14538,1.5125293,71.62474,571.73285
Europe (EI),2006,89.59409,2.5696537,83.78272,562.068
Europe (EI),2007,99.77455,3.8781967,106.508606,563.5391
Europe (EI),2008,110.15111,7.589541,122.16915,593.2728
Europe (EI),2009,120.73471,14.32421,136.16087,589.73755
Europe (EI),2010,137.07983,23.520739,153.42845,650.76245
Europe (EI),2011,146.27599,47.212955,187.19914,569.6559
Europe (EI),2012,162.60774,72.179726,215.34286,625.57385
Europe (EI),2013,172.79558,86.535194,248.45071,661.69525
Europe (EI),2014,184.56235,98.23771,265.1608,643.9924
Europe (EI),2015,197.35478,109.12907,319.39096,637.3569
Europe (EI),2016,201.73705,113.33557,323.34662,653.54596
Europe (EI),2017,208.51744,123.60844,384.7895,586.4735
Europe (EI),2018,216.29497,136.95013,403.97638,646.37067
Europe (EI),2019,225.3023,150.98903,460.35202,628.2303
Europe (EI),2020,231.58066,176.0092,514.35236,660.8722
Europe (EI),2021,245.18507,198.37297,501.84995,655.1399
Europe (EI),2022,239.28352,248.99109,556.50684,565.27185
Europe (EI),2023,224.61517,299.45563,614.0709,642.6324
Europe (EI),2024,223.4914,362.16907,627.99457,697.99603
European Union (27),1965,2.909,0,0,211.80603
European Union (27),1966,3.979,0,0,230.45381
European Union (27),1967,4.316,0,0,222.19263
European Union (27),1968,4.818,0,0,226.5809
European Union (27),1969,5.243,0,0,222.4579
European Union (27),1970,6.940266,0,0,234.72273
European Union (27),1971,7.057851,0,0,233.22775
European Union (27),1972,6.925944,0,0,244.8364
European Union (27),1973,7.442191,0,0,243.5321
European Union (27),1974,7.829309,0,0,263.01743
European Union (27),1975,8.282595,0,0,264.90546
European Union (27),1976,8.305585,0,0,231.1628
European Union (27),1977,8.646165,0,0,307.5857
European Union (27),1978,9.1188545,0,0.003,299.47946
European Union (27),1979,9.285328,0,0.006,313.9237
European Union (27),1980,10.387278,0,0.0105,297.70767
European Union (27),1981,10.08439,0,0.0105,293.823
European Union (27),1982,9.287153,0,0.0185,288.88766
European Union (27),1983,9.568938,0,0.0301,294.68158
European Union (27),1984,9.946245,0,0.0382,298.8656
European Union (27),1985,10.981506,0,0.0574,304.63483
European Union (27),1986,11.802871,0,0.1336,287.77554
European Union (27),1987,11.601265,0,0.1908,315.98
European Union (27),1988,12.376092,0,0.3297,333.6034
European Union (27),1989,12.7941675,0.009090909,0.5064,272.73294
European Union (27),1990,17.354042,0.011455,0.7704604,284.6682
European Union (27),1991,17.879808,0.01352,0.970428,297.9111
European Union (27),1992,18.720934,0.022082,1.5016481,310.4662
European Union (27),1993,20.526823,0.028355,2.0669987,318.40985
European Union (27),1994,21.334034,0.0296395,2.6344247,327.802
European Union (27),1995,23.440554,0.038877,3.4706535,326.83032
European Union (27),1996,23.38608,0.04079341,4.3409996,325.44012
European Union (27),1997,27.91499,0.049934246,6.6253376,335.02988
European Union (27),1998,30.97517,0.0590805,10.284428,345.81534
European Union (27),1999,31.643864,0.06921506,13.352978,343.62308
European Union (27),2000,34.554264,0.05714925,21.423986,356.24695
European Union (27),2001,37.62774,0.1737815,25.84902,375.66675
European Union (27),2002,43.15997,0.291148,35.06749,316.39236
European Union (27),2003,49.1595,0.44112274,43.298035,306.81854
European Union (27),2004,58.79699,0.7221619,57.50379,325.7805
European Union (27),2005,66.87803,1.4765953,68.0973,307.43076
European Union (27),2006,75.982346,2.5267808,78.71408,311.1533
European Union (27),2007,84.72501,3.8271239,99.913765,309.189
European Union (27),2008,94.233116,7.526946,113.23429,327.47495
European Union (27),2009,103.145355,14.2403755,124.32536,330.1291
European Union (27),2010,117.50343,23.370987,139.24464,373.84525
European Union (27),2011,125.32678,46.748524,165.0541,307.15652
European Union (27),2012,139.13509,70.16207,187.69888,330.6224
European Union (27),2013,145.03577,83.40547,209.85716,366.68808
European Union (27),2014,151.14117,92.83321,221.11725,368.8252
European Union (27),2015,156.34497,99.72287,263.56418,335.00125
European Union (27),2016,157.94685,99.951904,267.28305,344.78198
European Union (27),2017,160.71533,106.73087,312.86264,293.229
European Union (27),2018,162.56355,113.27862,321.25757,342.65976
European Union (27),2019,166.49236,123.97537,365.31326,317.17914
European Union (27),2020,169.27684,144.25002,398.67123,345.86914
European Union (27),2021,178.59624,162.52512,387.59262,347.39478
European Union (27),2022,174.90005,209.21715,422.32224,274.86203
European Union (27),2023,160.85242,251.90953,480.06903,328.82184
European Union (27),2024,154.16408,302.91122,489.56882,368.5037
Finland,1965,0,0,0,9.353536
Finland,1966,0,0,0,10.380808
Finland,1967,0,0,0,11.6292925
Finland,1968,0,0,0,10.488889
Finland,1969,0,0,0,8.745455
Finland,1970,0,0,0,9.524242
Finland,1971,0,0,0,10.680808
Finland,1972,0,0,0,10.379798
Finland,1973,0,0,0,10.579798
Finland,1974,0,0,0,12.703031
Finland,1975,0,0,0,12.209091
Finland,1976,0,0,0,9.481818
Finland,1977,0,0,0,12.181818
Finland,1978,0,0,0,9.79899
Finland,1979,0,0,0,10.8707075
Finland,1980,0,0,0,10.217172
Finland,1981,0,0,0,13.654546
Finland,1982,0,0,0,13.088889
Finland,1983,0,0,0,13.580808
Finland,1984,0,0,0,13.247475
Finland,1985,0,0,0,12.334344
Finland,1986,0,0,0,12.389899
Finland,1987,0,0,0,13.795959
Finland,1988,0,0,0,13.362626
Finland,1989,0,0,0,13.030303
Finland,1990,5.156,0.000455,0,10.859
Finland,1991,4.999,0.00052,0,13.197
Finland,1992,4.95,0.000594,0.002,15.107
Finland,1993,5.958,0.000672,0.004,13.476
Finland,1994,6.465,0.000751,0.007,11.787
Finland,1995,6.608,0.000837,0.011,12.925
Finland,1996,5.889,0.000982,0.011,11.86
Finland,1997,7.891,0.001208,0.017,12.242
Finland,1998,9.333,0.001292,0.023,15.051
Finland,1999,8.363,0.001417,0.049,12.78
Finland,2000,8.639025,0.001576,0.078,14.66
Finland,2001,8.271852,0.001715,0.07,13.205
Finland,2002,8.988814,0.001865,0.064,10.776
Finland,2003,9.379286,0.002097,0.093,9.591
Finland,2004,10.439557,0.002361,0.120344,15.069615
Finland,2005,9.512216,0.002631,0.169942,13.784
Finland,2006,10.81394,0.003379,0.155641,11.493691
Finland,2007,9.954877,0.003811,0.188408,14.177206
Finland,2008,10.404638,0.003944,0.26052,17.112131
Finland,2009,8.733982,0.004317,0.276624,12.68603
Finland,2010,10.974214,0.004739,0.294317,12.921994
Finland,2011,11.244833,0.0053,0.481393,12.445039
Finland,2012,11.199986,0.005749,0.494323,16.859129
Finland,2013,12.010922,0.006452,0.773692,12.838601
Finland,2014,11.758651,0.007752,1.107172,13.397044
Finland,2015,11.419356,0.011311,2.327359,16.768698
Finland,2016,11.522723,0.022066,3.068041,15.799127
Finland,2017,11.861537,0.048513,4.795192,14.771469
Finland,2018,12.910225,0.090225,5.838668,13.301104
Finland,2019,13.292058,0.147182,6.024746,12.420475
Finland,2020,11.569852,0.218471,8.255676,15.883341
Finland,2021,13.579126,0.297518,8.506734,15.791129
Finland,2022,12.760534,0.392342,12.021995,13.49176
Finland,2023,11.342414,0.71644,15.043174,15.200385
Finland,2024,10.261455,1.2809415,20.655367,14.317854
France,1965,0,0,0,46.881092
France,1966,0.39,0,0,52.20847
France,1967,0.605,0,0,45.37766
France,1968,0.926,0,0,50.42261
France,1969,1.067,0,0,52.94209
France,1970,1.3702458,0,0,56.681484
France,1971,1.3918225,0,0,48.856724
France,1972,1.5151953,0,0,48.831467
France,1973,1.5500864,0,0,47.696262
France,1974,1.5770591,0,0,56.230286
France,1975,1.4158849,0,0,60.107937
France,1976,1.3329,0,0,48.56463
France,1977,1.3745815,0,0,76.322975
France,1978,1.4183881,0,0,68.35983
France,1979,1.4840102,0,0,66.419136
France,1980,1.4710236,0,0,69.52675
France,1981,1.4921525,0,0,72.19517
France,1982,1.52734,0,0,70.57486
France,1983,1.5587,0,0,69.443016
France,1984,1.6223,0,0,65.69011
France,1985,1.65215,0,0,61.916004
France,1986,1.6628,0,0,62.483
France,1987,1.7506,0,0,70.498
France,1988,1.77325,0,0,76.522
France,1989,1.84145,0,0,46.636997
France,1990,1.913,0,0.000271526,53.866
France,1991,2.102,0,0.000489604,57.602
France,1992,2.134,0.001488,0.000489604,68.956
France,1993,1.974,0.001683,0.00240218,64.895
