country_area,year,renewable_share
Chile,1972,16.43762
Chile,1973,16.573503
Chile,1974,18.80232
Chile,1975,20.896183
Chile,1976,20.858006
Chile,1977,21.056215
Chile,1978,21.101824
Chile,1979,20.523848
Chile,1980,21.02336
Chile,1981,21.658287
Chile,1982,25.437382
Chile,1983,26.606537
Chile,1984,26.5513
Chile,1985,29.062586
Chile,1986,30.11446
Chile,1987,31.030815
Chile,1988,27.315918
Chile,1989,20.758652
Chile,1990,18.080673
Chile,1991,23.018364
Chile,1992,27.186602
Chile,1993,26.38023
Chile,1994,24.851076
Chile,1995,24.920815
Chile,1996,21.549679
Chile,1997,20.921423
Chile,1998,17.19609
Chile,1999,14.537981
Chile,2000,18.856054
Chile,2001,21.060808
Chile,2002,21.83407
Chile,2003,21.011951
Chile,2004,18.553965
Chile,2005,21.082777
Chile,2006,21.91458
Chile,2007,18.572256
Chile,2008,20.64716
Chile,2009,21.975939
Chile,2010,18.941454
Chile,2011,17.671747
Chile,2012,17.975521
Chile,2013,18.024372
Chile,2014,19.519339
Chile,2015,21.000135
Chile,2016,19.341196
Chile,2017,21.426294
Chile,2018,23.426443
Chile,2019,22.540928
Chile,2020,24.873665
Chile,2021,23.421082
Chile,2022,26.07927
Chile,2023,30.346954
Chile,2024,32.254448
China,1965,4.0059514
China,1966,3.7507756
China,1967,3.5952997
China,1968,4.1999865
China,1969,3.5094266
China,1970,2.8323588
China,1971,2.889697
China,1972,3.0379276
China,1973,3.2165847
China,1974,3.5301428
China,1975,3.298475
China,1976,3.1746593
China,1977,3.038981
China,1978,2.5965657
China,1979,2.831705
China,1980,3.3573203
China,1981,3.82948
China,1982,4.164475
China,1983,4.544442
China,1984,4.253431
China,1985,4.183891
China,1986,4.086331
China,1987,4.0079727
China,1988,4.0717363
China,1989,4.2086334
China,1990,4.450452
China,1991,4.168098
China,1992,4.1569242
China,1993,4.4829965
China,1994,4.667642
China,1995,5.2390656
China,1996,4.848928
China,1997,5.0568953
China,1998,5.1190677
China,1999,4.8925734
China,2000,5.3356876
China,2001,6.2514067
China,2002,5.921867
China,2003,5.001339
China,2004,5.289435
China,2005,5.2387414
China,2006,5.266756
China,2007,5.4065294
China,2008,6.8724213
China,2009,6.559855
China,2010,7.1947036
China,2011,6.6967645
China,2012,8.06756
China,2013,8.473828
China,2014,9.689675
China,2015,10.27758
China,2016,11.113145
China,2017,11.665639
China,2018,12.224382
China,2019,12.785955
China,2020,13.395745
China,2021,14.195035
China,2022,15.217977
China,2023,15.505326
China,2024,17.472376
Colombia,1965,10.144765
Colombia,1966,10.013327
Colombia,1967,10.595203
Colombia,1968,11.377842
Colombia,1969,12.50371
Colombia,1970,12.703735
Colombia,1971,13.634856
Colombia,1972,13.095796
Colombia,1973,14.751718
Colombia,1974,14.975293
Colombia,1975,17.952394
Colombia,1976,18.102192
Colombia,1977,17.876112
Colombia,1978,19.64002
Colombia,1979,20.72889
Colombia,1980,21.708374
Colombia,1981,21.107204
Colombia,1982,21.93221
Colombia,1983,20.988117
Colombia,1984,23.129942
Colombia,1985,24.086716
Colombia,1986,26.573864
Colombia,1987,26.474133
Colombia,1988,27.95759
Colombia,1989,28.979801
Colombia,1990,31.201069
Colombia,1991,30.63062
Colombia,1992,23.80165
Colombia,1993,27.368816
Colombia,1994,29.116013
Colombia,1995,28.41556
Colombia,1996,30.151009
Colombia,1997,26.431786
Colombia,1998,25.56455
Colombia,1999,29.999926
Colombia,2000,28.239262
Colombia,2001,28.57212
Colombia,2002,30.439077
Colombia,2003,31.6404
Colombia,2004,31.689388
Colombia,2005,32.782623
Colombia,2006,30.936024
Colombia,2007,31.460014
Colombia,2008,31.2667
Colombia,2009,28.770914
Colombia,2010,27.403812
Colombia,2011,31.370747
Colombia,2012,29.02311
Colombia,2013,26.266777
Colombia,2014,25.307676
Colombia,2015,25.544643
Colombia,2016,24.362503
Colombia,2017,28.787233
Colombia,2018,27.908209
Colombia,2019,26.753754
Colombia,2020,27.110657
Colombia,2021,29.665802
Colombia,2022,28.383904
Colombia,2023,27.397959
Colombia,2024,26.092882
Croatia,1990,10.902699
Croatia,1991,18.574337
Croatia,1992,15.173098
Croatia,1993,15.263619
Croatia,1994,18.018705
Croatia,1995,18.212101
Croatia,1996,23.55773
Croatia,1997,17.617416
Croatia,1998,17.157148
Croatia,1999,20.219551
Croatia,2000,18.793608
Croatia,2001,19.78455
Croatia,2002,15.939727
Croatia,2003,14.114472
Croatia,2004,18.937948
Croatia,2005,17.569077
Croatia,2006,16.644176
Croatia,2007,11.745396
Croatia,2008,14.469628
Croatia,2009,18.758879
Croatia,2010,22.715929
Croatia,2011,14.713418
Croatia,2012,16.074078
Croatia,2013,25.559444
Croatia,2014,27.249052
Croatia,2015,21.650604
Croatia,2016,22.794458
Croatia,2017,19.345747
Croatia,2018,25.935795
Croatia,2019,23.269533
Croatia,2020,25.033134
Croatia,2021,28.682543
Croatia,2022,25.052818
Croatia,2023,29.586359
Croatia,2024,27.778172
Cyprus,1965,0
Cyprus,1966,0
Cyprus,1967,0
Cyprus,1968,0
Cyprus,1969,0
Cyprus,1970,0
Cyprus,1971,0
Cyprus,1972,0
Cyprus,1973,0
Cyprus,1974,0
Cyprus,1975,0
Cyprus,1976,0
Cyprus,1977,0
Cyprus,1978,0
Cyprus,1979,0
Cyprus,1980,0
Cyprus,1981,0
Cyprus,1982,0
Cyprus,1983,0
Cyprus,1984,0
Cyprus,1985,0
Cyprus,1986,0
Cyprus,1987,0
Cyprus,1988,0
Cyprus,1989,0
Cyprus,1990,0
Cyprus,1991,0
Cyprus,1992,0
Cyprus,1993,0
Cyprus,1994,0
Cyprus,1995,0
Cyprus,1996,0
Cyprus,1997,0
Cyprus,1998,0
Cyprus,1999,0
Cyprus,2000,0
Cyprus,2001,0
Cyprus,2002,0
Cyprus,2003,0
Cyprus,2004,0.006551989
Cyprus,2005,0.007075224
Cyprus,2006,0.011951511
Cyprus,2007,0.05771375
Cyprus,2008,0.58794963
Cyprus,2009,0.7729085
Cyprus,2010,1.0948863
Cyprus,2011,1.9997485
Cyprus,2012,2.7710598
Cyprus,2013,3.680128
Cyprus,2014,3.3686066
Cyprus,2015,3.9673636
Cyprus,2016,3.7939315
Cyprus,2017,3.750614
Cyprus,2018,3.9837713
Cyprus,2019,4.4319463
Cyprus,2020,6.387985
Cyprus,2021,7.3875527
Cyprus,2022,7.765375
Cyprus,2023,9.266293
Cyprus,2024,10.795388
Czechia,1965,1.3235961
Czechia,1966,1.2382572
Czechia,1967,1.1335443
Czechia,1968,0.84098697
Czechia,1969,0.6583624
Czechia,1970,0.9022352
Czechia,1971,0.6062599
Czechia,1972,0.6307927
Czechia,1973,0.53623813
Czechia,1974,0.8929607
Czechia,1975,0.85553604
Czechia,1976,0.66339695
Czechia,1977,0.8738084
Czechia,1978,0.80169314
Czechia,1979,0.9941408
Czechia,1980,1.0741177
Czechia,1981,0.92960054
Czechia,1982,0.76209104
Czechia,1983,0.75405216
Czechia,1984,0.5723145
Czechia,1985,0.73552656
Czechia,1986,0.8169809
Czechia,1987,1.0499071
Czechia,1988,0.89011824
Czechia,1989,0.7187636
Czechia,1990,0.5908929
Czechia,1991,0.608996
Czechia,1992,0.81210715
Czechia,1993,0.9098919
Czechia,1994,1.1043082
Czechia,1995,1.4452564
Czechia,1996,1.322692
Czechia,1997,1.3793235
Czechia,1998,1.3100818
Czechia,1999,1.628961
Czechia,2000,1.5250733
Czechia,2001,1.6182144
Czechia,2002,1.8836788
Czechia,2003,1.1732385
Czechia,2004,1.5377343
Czechia,2005,1.6945395
Czechia,2006,1.9016553
Czechia,2007,1.8866404
Czechia,2008,2.3114047
Czechia,2009,3.1409461
Czechia,2010,3.7586548
Czechia,2011,4.7454557
Czechia,2012,5.199206
Czechia,2013,6.0187893
Czechia,2014,6.2313395
Czechia,2015,6.439675
Czechia,2016,6.5016036
Czechia,2017,6.312411
Czechia,2018,6.1787386
Czechia,2019,6.7436805
Czechia,2020,7.5385566
Czechia,2021,7.275117
Czechia,2022,7.4957795
Czechia,2023,8.385919
Czechia,2024,9.745923
Denmark,1965,0.041782703
Denmark,1966,0.03820175
Denmark,1967,0.03652683
Denmark,1968,0.029362941
Denmark,1969,0.026798105
Denmark,1970,0.027436519
Denmark,1971,0.0290321
Denmark,1972,0.027509788
Denmark,1973,0.028433492
Denmark,1974,0.031253476
Denmark,1975,0.027746633
Denmark,1976,0.022804108
Denmark,1977,0.030578714
Denmark,1978,0.03477827
Denmark,1979,0.040656235
Denmark,1980,0.053181943
Denmark,1981,0.06106782
Denmark,1982,0.06778265
Denmark,1983,0.14279726
Denmark,1984,0.14447299
Denmark,1985,0.15508708
Denmark,1986,0.26400515
Denmark,1987,0.35184935
Denmark,1988,0.5424869
Denmark,1989,0.84167045
Denmark,1990,1.2036245
Denmark,1991,1.3905741
Denmark,1992,1.949155
Denmark,1993,2.2609122
Denmark,1994,2.0341423
Denmark,1995,2.2090013
Denmark,1996,2.0933995
Denmark,1997,3.227925
Denmark,1998,4.456286
Denmark,1999,5.143456
Denmark,2000,6.7593865
Denmark,2001,7.064914
Denmark,2002,8.196981
Denmark,2003,9.054266
Denmark,2004,11.240494
Denmark,2005,11.955465
Denmark,2006,10.242425
Denmark,2007,11.953178
Denmark,2008,12.095338
Denmark,2009,12.843573
Denmark,2010,14.972631
Denmark,2011,18.524874
Denmark,2012,21.23196
Denmark,2013,21.8564
Denmark,2014,25.305271
Denmark,2015,27.024797
Denmark,2016,26.005054
Denmark,2017,30.501415
Denmark,2018,29.379833
Denmark,2019,30.183018
Denmark,2020,34.67249
Denmark,2021,38.80951
Denmark,2022,40.791603
Denmark,2023,40.938076
Denmark,2024,41.722164
Eastern Africa (EI),1965,15.693134
Eastern Africa (EI),1966,17.014076
Eastern Africa (EI),1967,16.004578
Eastern Africa (EI),1968,15.848537
Eastern Africa (EI),1969,16.210087
Eastern Africa (EI),1970,20.698309
Eastern Africa (EI),1971,16.497898
Eastern Africa (EI),1972,19.416414
Eastern Africa (EI),1973,18.778276
Eastern Africa (EI),1974,22.71256
Eastern Africa (EI),1975,24.622738
Eastern Africa (EI),1976,25.42138
Eastern Africa (EI),1977,28.837307
Eastern Africa (EI),1978,28.135178
Eastern Africa (EI),1979,29.566517
Eastern Africa (EI),1980,26.854027
Eastern Africa (EI),1981,28.238153
Eastern Africa (EI),1982,29.611382
Eastern Africa (EI),1983,29.058714
Eastern Africa (EI),1984,29.409204
Eastern Africa (EI),1985,29.17932
Eastern Africa (EI),1986,28.221748
Eastern Africa (EI),1987,24.22851
Eastern Africa (EI),1988,25.080626
Eastern Africa (EI),1989,24.370295
Eastern Africa (EI),1990,25.453257
Eastern Africa (EI),1991,27.224466
Eastern Africa (EI),1992,25.304619
Eastern Africa (EI),1993,24.398579
Eastern Africa (EI),1994,24.450039
Eastern Africa (EI),1995,24.749449
Eastern Africa (EI),1996,24.897598
Eastern Africa (EI),1997,24.65557
Eastern Africa (EI),1998,29.897604
Eastern Africa (EI),1999,30.676096
Eastern Africa (EI),2000,32.443512
Eastern Africa (EI),2001,32.970554
Eastern Africa (EI),2002,34.831417
Eastern Africa (EI),2003,35.697453
Eastern Africa (EI),2004,34.10935
Eastern Africa (EI),2005,33.386845
Eastern Africa (EI),2006,33.87697
Eastern Africa (EI),2007,34.61566
Eastern Africa (EI),2008,34.321175
Eastern Africa (EI),2009,33.86066
Eastern Africa (EI),2010,34.54621
Eastern Africa (EI),2011,33.99331
Eastern Africa (EI),2012,33.692783
Eastern Africa (EI),2013,32.89189
Eastern Africa (EI),2014,32.44998
Eastern Africa (EI),2015,31.802763
Eastern Africa (EI),2016,30.530235
Eastern Africa (EI),2017,29.673798
Eastern Africa (EI),2018,29.815874
Eastern Africa (EI),2019,29.572865
Eastern Africa (EI),2020,32.73685
Eastern Africa (EI),2021,31.929924
Eastern Africa (EI),2022,32.007313
Eastern Africa (EI),2023,31.561584
Eastern Africa (EI),2024,31.872005
Ecuador,1965,8.031145
Ecuador,1966,8.736676
Ecuador,1967,8.897169
Ecuador,1968,7.8657618
Ecuador,1969,8.217634
Ecuador,1970,7.6528296
Ecuador,1971,7.566767
Ecuador,1972,7.3231616
Ecuador,1973,6.6854773
Ecuador,1974,6.582981
Ecuador,1975,8.172324
Ecuador,1976,7.146339
Ecuador,1977,5.537015
Ecuador,1978,7.513873
Ecuador,1979,6.4633446
Ecuador,1980,6.2651477
Ecuador,1981,5.042214
Ecuador,1982,5.272547
Ecuador,1983,10.385656
Ecuador,1984,17.61192
Ecuador,1985,15.084854
Ecuador,1986,17.637287
Ecuador,1987,19.51598
Ecuador,1988,17.825027
Ecuador,1989,17.742598
Ecuador,1990,17.295769
Ecuador,1991,15.92673
Ecuador,1992,15.683736
Ecuador,1993,17.698473
Ecuador,1994,18.393936
Ecuador,1995,15.267173
Ecuador,1996,16.502287
Ecuador,1997,15.246078
Ecuador,1998,15.100917
Ecuador,1999,18.298618
Ecuador,2000,20.573494
Ecuador,2001,18.73716
Ecuador,2002,20.06039
Ecuador,2003,18.571856
Ecuador,2004,17.818209
Ecuador,2005,15.750063
Ecuador,2006,15.434831
Ecuador,2007,18.627731
Ecuador,2008,21.548954
Ecuador,2009,18.011255
Ecuador,2010,15.137318
Ecuador,2011,18.274744
Ecuador,2012,18.909204
Ecuador,2013,16.518951
Ecuador,2014,16.450544
Ecuador,2015,18.755653
Ecuador,2016,22.60093
Ecuador,2017,27.195576
Ecuador,2018,26.235897
Ecuador,2019,30.381714
Ecuador,2020,34.623642
Ecuador,2021,31.037851
Ecuador,2022,28.426424
Ecuador,2023,27.974184
Ecuador,2024,25.357561
Egypt,1965,5.2670712
Egypt,1966,5.2738333
Egypt,1967,6.6432104
Egypt,1968,9.410135
Egypt,1969,15.256441
Egypt,1970,14.377708
Egypt,1971,15.060623
Egypt,1972,13.871721
Egypt,1973,14.658528
Egypt,1974,15.314545
Egypt,1975,15.331309
Egypt,1976,15.104341
Egypt,1977,15.724626
Egypt,1978,16.363373
Egypt,1979,14.476179
Egypt,1980,12.971745
Egypt,1981,11.857183
Egypt,1982,10.910326
Egypt,1983,9.432597
Egypt,1984,8.481542
Egypt,1985,7.765994
Egypt,1986,7.445945
Egypt,1987,7.0179377
Egypt,1988,6.80693
Egypt,1989,6.9391856
Egypt,1990,7.097406
Egypt,1991,6.9793625
Egypt,1992,6.9645247
Egypt,1993,7.168096
Egypt,1994,7.245232
Egypt,1995,7.133508
Egypt,1996,6.9465804
Egypt,1997,6.8348336
Egypt,1998,6.7498574
Egypt,1999,6.991505
Egypt,2000,6.9980617
Egypt,2001,6.824026
Egypt,2002,6.4054775
Egypt,2003,5.5988307
Egypt,2004,5.316899
Egypt,2005,5.0728197
Egypt,2006,4.875579
Egypt,2007,5.0605507
Egypt,2008,5.1005898
Egypt,2009,4.5248094
Egypt,2010,4.1977415
Egypt,2011,4.063366
Egypt,2012,3.9203088
Egypt,2013,3.909255
Egypt,2014,3.9126637
Egypt,2015,4.0617194
Egypt,2016,3.869806
Egypt,2017,3.6274722
Egypt,2018,3.8320756
Egypt,2019,4.638214
Egypt,2020,5.968184
Egypt,2021,5.9075103
Egypt,2022,5.687224
Egypt,2023,5.803628
Egypt,2024,5.778012
Estonia,1985,0
Estonia,1986,0
Estonia,1987,0
Estonia,1988,0
Estonia,1989,0
Estonia,1990,0
Estonia,1991,0
Estonia,1992,0
Estonia,1993,0
Estonia,1994,0
Estonia,1995,0.03016169
Estonia,1996,0.023669971
Estonia,1997,0.03844557
Estonia,1998,0.064285405
Estonia,1999,0.09627783
Estonia,2000,0.33475995
Estonia,2001,0.15419663
Estonia,2002,0.17976718
Estonia,2003,0.21134767
Estonia,2004,0.27796856
Estonia,2005,0.47721928
Estonia,2006,0.58349687
Estonia,2007,0.5681164
Estonia,2008,0.87104774
Estonia,2009,2.7223704
Estonia,2010,4.3801155
Estonia,2011,4.846749
Estonia,2012,5.9997787
Estonia,2013,4.70338
Estonia,2014,5.622078
Estonia,2015,6.6583357
Estonia,2016,6.5080376
Estonia,2017,6.8996964
Estonia,2018,7.798443
Estonia,2019,10.376287
Estonia,2020,15.351766
Estonia,2021,14.29714
Estonia,2022,13.240793
Estonia,2023,14.305354
Estonia,2024,17.946262
Europe,1965,5.5641513
Europe,1966,5.812834
Europe,1967,5.5632043
Europe,1968,5.6157584
Europe,1969,5.356936
Europe,1970,5.3569083
Europe,1971,5.243135
Europe,1972,5.1094747
Europe,1973,4.904132
Europe,1974,5.235051
Europe,1975,5.1758027
Europe,1976,4.7194314
Europe,1977,5.406935
Europe,1978,5.3895226
Europe,1979,5.4229803
Europe,1980,5.4385
Europe,1981,5.540486
Europe,1982,5.3912773
Europe,1983,5.5069475
Europe,1984,5.553335
Europe,1985,5.540418
Europe,1986,5.354733
Europe,1987,5.5151505
Europe,1988,5.667823
Europe,1989,5.178375
Europe,1990,5.2708282
Europe,1991,5.4541254
Europe,1992,5.8183146
Europe,1993,6.187879
Europe,1994,6.573301
Europe,1995,6.6397862
Europe,1996,6.2130218
Europe,1997,6.615231
Europe,1998,6.891596
Europe,1999,7.0833735
Europe,2000,7.390042
Europe,2001,7.4339814
Europe,2002,6.9592547
Europe,2003,6.6063952
Europe,2004,7.1633973
Europe,2005,7.372327
Europe,2006,7.396659
Europe,2007,7.90674
Europe,2008,8.393365
Europe,2009,9.24425
Europe,2010,9.566915
Europe,2011,9.525666
Europe,2012,10.570382
Europe,2013,11.502042
Europe,2014,12.1161785
Europe,2015,12.420864
Europe,2016,12.540347
Europe,2017,12.543231
Europe,2018,13.224717
Europe,2019,13.694824
Europe,2020,15.82459
Europe,2021,15.461004
Europe,2022,15.607427
Europe,2023,17.243277
Europe,2024,17.848698
Europe (EI),1965,6.8480377
Europe (EI),1966,7.1632204
Europe (EI),1967,6.9658914
Europe (EI),1968,6.776437
Europe (EI),1969,6.230018
Europe (EI),1970,6.146521
Europe (EI),1971,6.049062
Europe (EI),1972,6.0042186
Europe (EI),1973,5.76998
Europe (EI),1974,6.322056
Europe (EI),1975,6.5211167
Europe (EI),1976,5.7185802
Europe (EI),1977,6.7826986
Europe (EI),1978,6.5353346
Europe (EI),1979,6.6267753
Europe (EI),1980,6.60792
Europe (EI),1981,6.8682003
Europe (EI),1982,6.9246755
Europe (EI),1983,7.0675025
Europe (EI),1984,6.9651384
Europe (EI),1985,6.0405407
Europe (EI),1986,5.7610574
Europe (EI),1987,6.1332083
Europe (EI),1988,6.5054393
Europe (EI),1989,5.7147727
Europe (EI),1990,5.766267
Europe (EI),1991,5.9787526
Europe (EI),1992,6.3894496
Europe (EI),1993,6.781287
Europe (EI),1994,7.030475
Europe (EI),1995,7.013335
Europe (EI),1996,6.669759
Europe (EI),1997,7.0273156
Europe (EI),1998,7.378174
Europe (EI),1999,7.5428452
Europe (EI),2000,7.8683596
Europe (EI),2001,7.7959366
Europe (EI),2002,7.416496
Europe (EI),2003,7.081599
Europe (EI),2004,7.695845
Europe (EI),2005,7.9220695
Europe (EI),2006,8.06922
Europe (EI),2007,8.597437
Europe (EI),2008,9.352512
Europe (EI),2009,10.294636
Europe (EI),2010,11.041663
Europe (EI),2011,11.163349
Europe (EI),2012,12.595328
Europe (EI),2013,13.639269
Europe (EI),2014,14.403294
Europe (EI),2015,15.032457
Europe (EI),2016,15.097878
Europe (EI),2017,14.99377
Europe (EI),2018,16.108925
Europe (EI),2019,17.019737
Europe (EI),2020,19.573263
Europe (EI),2021,18.891373
Europe (EI),2022,19.817223
Europe (EI),2023,22.195723
Europe (EI),2024,23.189604
European Union (27),1965,6.3445587
European Union (27),1966,6.704039
European Union (27),1967,6.2605605
European Union (27),1968,5.9733477
European Union (27),1969,5.4292955
European Union (27),1970,5.373917
European Union (27),1971,5.181736
European Union (27),1972,5.1513996
European Union (27),1973,4.8585086
European Union (27),1974,5.2968187
European Union (27),1975,5.3699055
European Union (27),1976,4.432131
European Union (27),1977,5.760751
European Union (27),1978,5.4071956
European Union (27),1979,5.4654775
European Union (27),1980,5.298539
European Union (27),1981,5.3865843
European Union (27),1982,5.411446
European Union (27),1983,5.5003223
European Union (27),1984,5.419413
European Union (27),1985,5.2717876
European Union (27),1986,4.9375243
European Union (27),1987,5.2855086
European Union (27),1988,5.5399427
European Union (27),1989,4.566766
European Union (27),1990,4.8011656
European Union (27),1991,5.0661964
European Union (27),1992,5.3822
European Union (27),1993,5.596062
European Union (27),1994,5.7974973
European Union (27),1995,5.6851482
European Union (27),1996,5.5096626
European Union (27),1997,5.8140907
European Union (27),1998,6.0492444
European Union (27),1999,6.1186595
European Union (27),2000,6.501445
European Union (27),2001,6.775738
European Union (27),2002,6.111841
European Union (27),2003,6.071059
European Union (27),2004,6.6322436
European Union (27),2005,6.686514
European Union (27),2006,7.0833015
European Union (27),2007,7.7138677
European Union (27),2008,8.495009
European Union (27),2009,9.598104
European Union (27),2010,10.4756975
European Union (27),2011,10.687445
European Union (27),2012,12.131416
European Union (27),2013,13.20789
European Union (27),2014,14.117626
European Union (27),2015,14.2211075
European Union (27),2016,14.232685
European Union (27),2017,14.029173
European Union (27),2018,15.0978155
European Union (27),2019,15.812423
European Union (27),2020,18.447502
European Union (27),2021,17.811625
European Union (27),2022,18.600784
European Union (27),2023,21.294298
European Union (27),2024,22.290787
Finland,1965,22.845907
Finland,1966,22.266033
Finland,1967,23.72332
Finland,1968,19.666271
Finland,1969,14.871413
Finland,1970,14.697768
Finland,1971,16.066147
Finland,1972,14.797383
Finland,1973,13.676462
Finland,1974,17.157305
Finland,1975,16.22195
Finland,1976,11.845961
Finland,1977,14.423793
Finland,1978,11.156802
Finland,1979,11.459816
Finland,1980,10.815318
Finland,1981,14.371874
Finland,1982,13.954193
Finland,1983,14.628607
Finland,1984,13.6875515
Finland,1985,12.132457
Finland,1986,12.047415
Finland,1987,12.745911
Finland,1988,12.424407
Finland,1989,12.059228
Finland,1990,14.470432
Finland,1991,15.99359
Finland,1992,17.64751
Finland,1993,17.066778
Finland,1994,15.338213
Finland,1995,17.208223
Finland,1996,14.945333
Finland,1997,16.852652
Finland,1998,19.755129
Finland,1999,17.504028
Finland,2000,19.162657
Finland,2001,17.237999
Finland,2002,15.842106
Finland,2003,14.247586
Finland,2004,18.99897
Finland,2005,19.044958
Finland,2006,17.117256
Finland,2007,18.351383
Finland,2008,21.794773
Finland,2009,18.615065
Finland,2010,19.122496
Finland,2011,20.477798
Finland,2012,24.392008
Finland,2013,22.1497
Finland,2014,24.194855
Finland,2015,27.515348
Finland,2016,25.935268
Finland,2017,27.990192
Finland,2018,27.990328
Finland,2019,28.590925
Finland,2020,32.588146
Finland,2021,35.03598
Finland,2022,34.89674
Finland,2023,35.888016
Finland,2024,38.894417
France,1965,9.727614
France,1966,10.696577
France,1967,8.801657
France,1968,9.348013
France,1969,8.942068
France,1970,8.881308
France,1971,7.426452
France,1972,6.99003
France,1973,6.2935505
France,1974,7.528017
France,1975,8.475628
France,1976,6.484628
France,1977,9.909554
France,1978,8.58265
France,1979,8.123341
France,1980,8.555389
France,1981,9.024582
France,1982,9.164383
France,1983,8.83394
France,1984,8.100237
France,1985,7.4095726
France,1986,7.3092437
France,1987,8.053806
France,1988,8.616634
France,1989,5.2715244
France,1990,5.9362874
France,1991,5.9408174
France,1992,7.0186033
France,1993,6.6240153
France,1994,8.12928
France,1995,7.3958673
France,1996,6.5060716
France,1997,6.447103
France,1998,6.119823
France,1999,7.020459
France,2000,6.4093084
France,2001,7.0722537
France,2002,5.8793926
France,2003,5.674738
France,2004,5.6835847
France,2005,5.121812
France,2006,5.7024584
France,2007,6.3559203
France,2008,7.318919
France,2009,7.4089875
France,2010,7.881733
France,2011,6.9299383
France,2012,8.714423
France,2013,9.857446
France,2014,9.884686
France,2015,9.568417
France,2016,10.361992
France,2017,9.803202
France,2018,11.513117
France,2019,11.753885
France,2020,13.971604
France,2021,12.914199
France,2022,13.725916
France,2023,15.866664
France,2024,16.46539
Germany,1965,1.5181433
Germany,1966,1.6377983
Germany,1967,1.5593591
Germany,1968,1.482081
Germany,1969,1.1147999
Germany,1970,1.4298213
Germany,1971,1.1125238
Germany,1972,1.058251
Germany,1973,1.1445017
Germany,1974,1.3377368
Germany,1975,1.3537571
Germany,1976,1.058079
Germany,1977,1.3178813
Germany,1978,1.3294967
Germany,1979,1.2699039
Germany,1980,1.3967232
Germany,1981,1.4868854
Germany,1982,1.5286579
Germany,1983,1.4160979
Germany,1984,1.3582069
Germany,1985,1.2497079
Germany,1986,1.333298
Germany,1987,1.4263269
Germany,1988,1.4190804
Germany,1989,1.3236132
Germany,1990,1.2639512
Germany,1991,1.2020515
Germany,1992,1.4379585
Germany,1993,1.4977083
Germany,1994,1.646116
Germany,1995,1.7878119
Germany,1996,1.5931067
Germany,1997,1.7087605
Germany,1998,1.8677492
Germany,1999,2.1120107
Germany,2000,2.7381492
Germany,2001,2.7976856
Germany,2002,3.365451
Germany,2003,3.4766617
Germany,2004,4.315671
Germany,2005,4.9923463
Germany,2006,5.7970138
Germany,2007,7.369626
Germany,2008,7.5227284
Germany,2009,8.146815
Germany,2010,8.465436
Germany,2011,10.167927
Germany,2012,11.459871
Germany,2013,11.603203
Germany,2014,12.839898
Germany,2015,14.318381
Germany,2016,14.101188
Germany,2017,15.3877945
Germany,2018,16.262758
Germany,2019,17.811209
Germany,2020,20.017168
Germany,2021,18.082499
Germany,2022,20.329155
Germany,2023,23.602962
Germany,2024,23.968008
Greece,1965,2.8163617
Greece,1966,5.5658484
Greece,1967,4.8486843
Greece,1968,3.842531
Greece,1969,5.4701843
Greece,1970,6.318237
Greece,1971,5.332081
Greece,1972,4.7963543
Greece,1973,3.458701
Greece,1974,3.7356987
Greece,1975,2.8279004
Greece,1976,2.3861723
Greece,1977,2.3535333
Greece,1978,3.59857
Greece,1979,4.8941107
Greece,1980,4.717431
Greece,1981,4.8308043
Greece,1982,4.9820776
Greece,1983,3.2519603
Greece,1984,3.81067
Greece,1985,3.535113
Greece,1986,4.06979
Greece,1987,3.197673
Greece,1988,2.5766492
Greece,1989,1.9082044
Greece,1990,1.7141215
Greece,1991,2.9608462
Greece,1992,2.0743866
Greece,1993,2.156708
Greece,1994,2.4004078
Greece,1995,3.1314807
Greece,1996,3.7601187
Greece,1997,3.2649188
Greece,1998,2.9708037
Greece,1999,3.7328174
Greece,2000,3.0918128
Greece,2001,2.1644914
Greece,2002,2.6210783
Greece,2003,4.051534
Greece,2004,4.050269
Greece,2005,4.3349547
Greece,2006,5.1486964
Greece,2007,3.17061
Greece,2008,3.908256
Greece,2009,5.6748247
Greece,2010,7.6959214
Greece,2011,6.057834
Greece,2012,7.967024
Greece,2013,11.7947855
Greece,2014,10.745494
Greece,2015,12.795561
Greece,2016,12.975171
Greece,2017,11.449141
Greece,2018,13.163528
Greece,2019,13.476221
Greece,2020,16.784912
Greece,2021,19.199554
Greece,2022,18.782621
Greece,2023,20.754215
Greece,2024,21.05491
High-income countries,1965,6.5517883
High-income countries,1966,6.591742
High-income countries,1967,6.495672
High-income countries,1968,6.2654667
High-income countries,1969,6.138112
High-income countries,1970,5.9737296
High-income countries,1971,6.0821757
High-income countries,1972,6.047009
High-income countries,1973,5.7479625
High-income countries,1974,6.3982873
High-income countries,1975,6.524162
High-income countries,1976,5.9515424
High-income countries,1977,5.8611603
High-income countries,1978,6.1173615
High-income countries,1979,6.1987624
High-income countries,1980,6.342622
High-income countries,1981,6.5458965
High-income countries,1982,6.945267
High-income countries,1983,7.25149
High-income countries,1984,6.983022
High-income countries,1985,6.4667883
High-income countries,1986,6.394502
High-income countries,1987,6.2003555
High-income countries,1988,6.025877
High-income countries,1989,5.865294
High-income countries,1990,6.0879216
High-income countries,1991,6.181197
High-income countries,1992,6.147283
High-income countries,1993,6.4184313
